Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable
Avanza,Al-Baha,Toyota,Automatic,Saudi,Semi Full,2017,1.6,38500,True
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2008,5.3,160000,True
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.0,111000,True
Land Cruiser,Jazan,Toyota,Automatic,Saudi,Full,2002,4.6,4000,True
500,Riyadh,Fiat,Automatic,Saudi,Full,2021,1.4,800,True
Datsun,Al-Ahsa,Nissan,Manual,Saudi,Full,2016,2.4,121122,True
Accent,Riyadh,Hyundai,Automatic,Other,Semi Full,2010,1.6,240,True
Hilux,Najran,Toyota,Manual,Saudi,Full,2014,2.7,299,True
Optima,Hafar Al-Batin,Kia,Automatic,Other,Semi Full,2009,2.4,183,True
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2016,4.6,152000,True
Victoria,Taef,Ford,Automatic,Other,Semi Full,2011,4.6,190000,True
Land Cruiser Pickup,Aseer,Toyota,Manual,Unknown,Full,2013,4.0,270000,True
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2015,3.5,91000,True
Marquis,Al-Baha,Ford,Automatic,Saudi,Standard,2003,4.6,450000,True
Civic,Al-Ahsa,Honda,Automatic,Saudi,Full,2020,1.6,60000,True
Caprice,Tabouk,Chevrolet,Automatic,Saudi,Standard,2006,3.8,25000,True
Tahoe,Arar,Chevrolet,Automatic,Saudi,Standard,2020,5.3,26500,True
Optima,Khobar,Kia,Automatic,Gulf Arabic,Standard,2020,2.4,73000,True
Land Cruiser,Besha,Toyota,Automatic,Saudi,Full,2019,4.6,32000,True
Camry,Qassim,Toyota,Manual,Saudi,Semi Full,2001,1.4,500,True
Hilux,Tabouk,Toyota,Manual,Saudi,Full,2018,2.7,220000,True
Camry,Riyadh,Toyota,Manual,Other,Standard,2003,2.5,100000,True
Dyna,Dammam,Isuzu,Manual,Saudi,Standard,2016,3.0,101000,True
Land Cruiser Pickup,Tabouk,Toyota,Manual,Gulf Arabic,Semi Full,2015,4.0,66000,True
3,Riyadh,Mazda,Automatic,Other,Standard,2015,1.6,225749,True
Victoria,Riyadh,Ford,Automatic,Other,Full,1999,4.6,300000,True
CLA,Jeddah,Mercedes,Automatic,Saudi,Full,2017,3.0,90000,True
Odyssey,Riyadh,Honda,Automatic,Saudi,Standard,2016,3.5,166000,True
Tahoe,Khobar,Chevrolet,Automatic,Saudi,Semi Full,2015,5.3,185000,True
Marquis,Aseer,Ford,Automatic,Other,Full,2008,2.0,456300,True
Azera,Qassim,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,90000,True
Odyssey,Jeddah,Honda,Automatic,Saudi,Full,1999,2.5,300000,True
Fusion,Dammam,Ford,Automatic,Saudi,Semi Full,2016,2.5,2000,True
CS95,Dammam,Changan,Automatic,Saudi,Semi Full,2020,2.0,22058,True
Sonata,Riyadh,Hyundai,Automatic,Other,Semi Full,2016,2.2,165,True
Land Cruiser,Hafar Al-Batin,Toyota,Automatic,Saudi,Full,2019,4.6,35000,True
Taurus,Al-Medina,Ford,Automatic,Saudi,Full,2017,3.5,147000,True
SRT,Riyadh,Chrysler,Automatic,Other,Full,2012,1.9,237,True
Suburban,Makkah,Chevrolet,Automatic,Saudi,Standard,2015,1.6,248,True
Taurus,Jeddah,Ford,Automatic,Other,Semi Full,2016,3.2,108000,True
Explorer,Riyadh,Ford,Automatic,Saudi,Semi Full,2009,3.5,270000,True
ES,Hail,Lexus,Automatic,Gulf Arabic,Full,2002,3.5,428000,True
ES,Riyadh,Lexus,Automatic,Saudi,Standard,2021,3.5,7050,True
Traverse,Riyadh,Chevrolet,Automatic,Saudi,Standard,2012,3.6,180000,True
Suburban,Aseer,GMC,Automatic,Saudi,Full,1990,5.3,227,True
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2012,5.3,273000,True
Charger,Riyadh,Dodge,Automatic,Saudi,Full,2016,3.6,43000,True
FJ,Riyadh,Toyota,Automatic,Saudi,Full,2017,4.0,95000,True
Hilux,Al-Ahsa,Toyota,Manual,Other,Semi Full,2014,2.7,240000,True
Range Rover,Dammam,Land Rover,Automatic,Saudi,Standard,2020,5.0,42000,True
Corolla,Taef,Toyota,Manual,Saudi,Standard,2013,1.6,277000,True
Nexon,Jeddah,Tata,Manual,Saudi,Standard,2016,2.2,256000,True
Sierra,Dammam,GMC,Automatic,Saudi,Full,2017,5.3,245000,True
ES,Qassim,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,64000,True
Hilux,Besha,Toyota,Manual,Gulf Arabic,Semi Full,2016,2.7,320,True
Datsun,Hail,Nissan,Manual,Gulf Arabic,Semi Full,1993,2.4,533000,True
Caprice,Jeddah,Chevrolet,Automatic,Saudi,Standard,2015,6.0,262,True
Camry,Jeddah,Toyota,Automatic,Other,Full,2000,3.0,169,True
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2014,2.0,138000,True
Expedition,Riyadh,Ford,Automatic,Saudi,Full,2014,1.0,118,True
Seven,Al-Ahsa,Changan,Automatic,Saudi,Standard,2022,1.5,460,True
Camry,Al-Ahsa,Toyota,Manual,Saudi,Standard,2002,2.5,239259,True
Land Cruiser,Abha,Toyota,Automatic,Saudi,Semi Full,2006,4.5,69000,True
Suburban,Riyadh,GMC,Automatic,Saudi,Standard,2003,5.3,472000,True
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2011,6.2,328000,True
Coupe,Riyadh,Hyundai,Automatic,Saudi,Full,2014,3.8,127000,True
Sportage,Makkah,Kia,Automatic,Saudi,Standard,2019,2.0,93000,True
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2013,8.0,200000,True
Hilux,Al-Medina,Toyota,Manual,Saudi,Full,2016,1.1,179,True
Explorer,Riyadh,Ford,Automatic,Other,Semi Full,2010,3.5,390000,True
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2021,4.0,23000,True
Charger,Riyadh,Dodge,Automatic,Saudi,Full,2013,3.6,400,True
Grand Cherokee,Jeddah,Jeep,Automatic,Saudi,Semi Full,2021,5.7,100,True
Camry,Riyadh,Toyota,Manual,Saudi,Standard,2011,2.5,200000,True
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,1.5,216,True
Patrol,Riyadh,Nissan,Manual,Saudi,Standard,2007,4.5,450,True
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2008,4.0,210000,True
Yukon,Jeddah,GMC,Automatic,Saudi,Standard,2011,5.3,188000,True
Yukon,Aseer,GMC,Automatic,Saudi,Full,2020,5.3,19400,True
FJ,Jeddah,Toyota,Automatic,Saudi,Full,2016,4.0,138000,True
E,Riyadh,Mercedes,Automatic,Saudi,Standard,2014,2.0,145000,True
Pathfinder,Qassim,Nissan,Automatic,Saudi,Standard,2014,3.5,111000,True
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Semi Full,2017,2.7,189000,True
Sentra,Al-Medina,Nissan,Automatic,Saudi,Semi Full,2016,1.6,200000,True
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2009,5.3,272000,True
Marquis,Jeddah,Ford,Automatic,Other,Full,2007,4.6,300,True
FJ,Al-Baha,Toyota,Manual,Gulf Arabic,Full,2014,4.0,208,True
Land Cruiser,Al-Ahsa,Toyota,Manual,Gulf Arabic,Full,2006,4.6,38000,True
RX,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2002,3.5,333,True
Land Cruiser,Al-Jouf,Toyota,Automatic,Saudi,Full,2016,5.7,212000,True
Land Cruiser,Najran,Toyota,Automatic,Gulf Arabic,Full,2013,4.6,260,True
Mohave,Riyadh,Kia,Automatic,Other,Semi Full,2017,3.7,75000,True
FJ,Abha,Toyota,Automatic,Saudi,Standard,2009,4.0,390000,True
Edge,Riyadh,Ford,Automatic,Other,Standard,2013,3.5,276,True
CX5,Jeddah,Mazda,Manual,Saudi,Full,2017,2.5,130,True
Explorer,Al-Baha,Ford,Automatic,Other,Semi Full,2010,1.6,3275230,True
Land Cruiser,Riyadh,Toyota,Automatic,Other,Full,2020,4.0,20000,True
Taurus,Al-Medina,Ford,Automatic,Saudi,Standard,2017,2.3,45000,True
Furniture,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,2.7,24000,True
Mohave,Riyadh,Kia,Automatic,Other,Full,2015,3.8,316884,True
Taurus,Makkah,Ford,Automatic,Other,Standard,2010,2.9,2200,True
Suburban,Taef,GMC,Automatic,Saudi,Standard,2013,5.3,180000,True
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2015,1.4,270000,True
Suburban,Riyadh,Chevrolet,Automatic,Other,Semi Full,1999,9.0,200000,True
POS24,Taef,Mercedes,Manual,Other,Standard,1982,8.0,1000,True
Land Cruiser 70,Al-Medina,Toyota,Manual,Other,Full,2018,4.0,189,True
Sonata,Jeddah,Hyundai,Automatic,Other,Semi Full,2015,3.3,156500,True
Furniture,Tabouk,Toyota,Automatic,Saudi,Semi Full,2018,2.7,30000,True
Rav4,Jeddah,Toyota,Automatic,Saudi,Standard,2016,2.5,152000,True
Yukon,Dammam,GMC,Automatic,Saudi,Semi Full,2012,5.3,267,True
Other,Aseer,Honda,Manual,Other,Full,1985,1.0,20000,True
Acadia,Makkah,GMC,Automatic,Other,Semi Full,2008,1.6,27000,True
Senta fe,Najran,Hyundai,Automatic,Saudi,Full,2009,3.3,280000,True
Navara,Dammam,Nissan,Manual,Saudi,Standard,2016,2.5,86000,True
Taurus,Aseer,Ford,Automatic,Saudi,Standard,2017,3.5,80000,True
A7,Riyadh,Audi,Automatic,Saudi,Full,2014,2.8,182000,True
Town Car,Taef,Lincoln,Automatic,Other,Semi Full,2011,4.6,96162,True
Taurus,Aseer,Ford,Automatic,Saudi,Semi Full,2015,8.0,219819,True
Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2016,2.5,149818,True
Elantra,Jazan,Hyundai,Manual,Saudi,Semi Full,2008,2.0,400,True
6,Riyadh,Mazda,Automatic,Saudi,Standard,2016,2.5,127500,True
Flex,Riyadh,Ford,Automatic,Other,Full,2014,3.5,173000,True
Hilux,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2016,2.7,93000,True
Innova,Riyadh,Toyota,Automatic,Other,Full,2014,2.7,205,True
Hilux,Taef,Toyota,Manual,Saudi,Full,2017,2.7,162,True
Durango,Al-Medina,Dodge,Automatic,Saudi,Semi Full,2013,8.7,280,True
Discovery,Jeddah,Land Rover,Automatic,Saudi,Full,2016,2.2,133,True
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2009,5.7,323000,True
ES,Al-Medina,Lexus,Automatic,Saudi,Full,2017,3.4,128000,True
Navara,Riyadh,Nissan,Automatic,Saudi,Standard,2012,2.5,193,True
F150,Dammam,Ford,Automatic,Other,Full,2014,6.2,126000,True
Armada,Riyadh,Nissan,Automatic,Other,Full,2010,5.6,300000,True
Sonata,Tabouk,Hyundai,Automatic,Other,Full,2015,2.0,120,True
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2015,2.7,340000,True
Tahoe,Yanbu,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,372,True
LX,Qassim,Lexus,Automatic,Saudi,Full,2021,5.7,100,True
Sonata,Qurayyat,Hyundai,Automatic,Other,Full,2015,2.4,72000,True
Camry,Qassim,Toyota,Automatic,Other,Full,2019,3.6,70000,True
Caprice,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2013,6.0,270000,True
Cressida,Riyadh,Toyota,Manual,Saudi,Standard,1991,1.4,520000,True
Tahoe,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,500000,True
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2019,2.7,55000,True
Furniture,Hail,Toyota,Manual,Saudi,Standard,2015,2.7,200000,True
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2005,4.0,24200,True
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Standard,2003,5.3,500000,True
Durango,Jubail,Dodge,Automatic,Saudi,Standard,2014,3.6,238,True
LS,Riyadh,Lexus,Manual,Saudi,Full,2006,1.0,350,True
CX9,Qassim,Mazda,Automatic,Gulf Arabic,Full,2016,2.5,130000,True
Marquis,Najran,Ford,Automatic,Other,Full,2008,4.6,500,True
Patrol,Hail,Nissan,Manual,Other,Standard,2015,4.0,335000,True
H9,Riyadh,HAVAL,Automatic,Saudi,Full,2021,2.0,600,True
X-Trail,Dammam,Nissan,Automatic,Saudi,Standard,2017,2.5,57000,True
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,3.5,300,True
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2021,1.5,9500,True
A4,Dammam,Audi,Automatic,Gulf Arabic,Full,2014,2.0,324000,True
FJ,Najran,Toyota,Automatic,Gulf Arabic,Full,2015,4.0,337243,True
CS75,Dammam,Changan,Automatic,Saudi,Full,2020,1.8,62000,True
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,210,True
GS,Abha,Geely,Automatic,Saudi,Full,2016,2.4,163000,True
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2016,2.7,274634,True
Hilux,Jubail,Toyota,Manual,Saudi,Semi Full,2020,2.7,17800,True
Explorer,Jazan,Ford,Automatic,Other,Full,2006,3.5,280,True
Victoria,Aseer,Ford,Automatic,Other,Semi Full,1999,4.6,391047,True
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2015,5.3,182600,True
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2016,4.6,167643,True
Patrol,Riyadh,Nissan,Manual,Saudi,Semi Full,1997,4.0,85000,True
Corolla,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2008,1.6,262817,True
Expedition,Riyadh,Ford,Automatic,Saudi,Full,2012,5.4,176,True
D-MAX,Qassim,Isuzu,Manual,Saudi,Standard,2017,2.5,171461,True
Senta fe,Dammam,Hyundai,Automatic,Saudi,Full,2016,3.3,295000,True
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2013,2.7,300000,True
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,5.3,20000,True
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,130000,True
Furniture,Al-Medina,Toyota,Automatic,Saudi,Standard,2009,1.6,400,True
H3,Riyadh,Hummer,Automatic,Saudi,Full,2007,3.5,411000,True
G80,Riyadh,Genesis,Automatic,Saudi,Full,2018,5.0,91000,True
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,284,True
Elantra,Besha,Hyundai,Automatic,Other,Full,2016,2.0,309000,True
CX9,Jeddah,Mazda,Automatic,Saudi,Full,2019,2.5,52000,True
Land Cruiser,Hafar Al-Batin,Toyota,Automatic,Saudi,Full,2017,4.6,130000,True
Avalon,Riyadh,Toyota,Automatic,Other,Full,2008,3.5,169000,True
SL,Riyadh,Mercedes,Automatic,Other,Standard,1997,1.0,400000,True
Marquis,Riyadh,Ford,Automatic,Other,Full,2006,1.0,25000,True
S,Jeddah,Mercedes,Automatic,Saudi,Standard,2015,5.0,39000,True
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2008,5.4,345000,True
Accent,Riyadh,Hyundai,Manual,Saudi,Standard,2011,1.6,317135,True
Yukon,Al-Medina,GMC,Automatic,Saudi,Standard,2016,4.0,75000,True
Land Cruiser Pickup,Al-Baha,Toyota,Manual,Other,Standard,1980,4.0,44000,True
RX,Jeddah,Lexus,Automatic,Saudi,Full,2003,3.5,270,True
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2014,6.0,195,True
Pathfinder,Riyadh,Nissan,Manual,Saudi,Full,2005,3.5,317000,True
D-MAX,Aseer,Isuzu,Manual,Saudi,Semi Full,2014,3.0,177,True
Cayenne,Dammam,Porsche,Automatic,Gulf Arabic,Full,2009,4.8,3000000,True
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,27000,True
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.4,88089,True
Suburban,Riyadh,GMC,Automatic,Saudi,Semi Full,2005,8.0,4010000,True
Optima,Tabouk,Kia,Automatic,Saudi,Semi Full,2018,2.4,187000,True
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.6,47002,True
Patrol,Makkah,Nissan,Manual,Saudi,Standard,2000,4.0,350000,True
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,5.3,139000,True
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2016,5.7,64731,True
Camry,Al-Medina,Toyota,Automatic,Saudi,Full,2016,2.2,169000,True
E,Riyadh,Mercedes,Automatic,Other,Full,2016,3.5,120000,True
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.0,35900,True
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2011,1.0,400,True
Optima,Riyadh,Kia,Automatic,Saudi,Standard,2014,2.4,30000,True
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,233000,True
Cadenza,Dammam,Kia,Automatic,Saudi,Semi Full,2019,3.0,128000,True
Pathfinder,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2014,4.0,208000,True
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.0,94000,True
Yukon,Taef,GMC,Automatic,Other,Full,2002,5.7,198,True
Furniture,Jazan,Toyota,Automatic,Saudi,Full,2015,4.0,250000,True
ES,Makkah,Lexus,Automatic,Saudi,Standard,2020,2.5,10000,True
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2017,3.3,106240,True
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2019,4.0,77000,True
Rio,Qassim,Kia,Automatic,Saudi,Semi Full,2015,1.4,220000,True
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2019,1.6,68200,True
Land Cruiser,Tabouk,Toyota,Automatic,Saudi,Full,2003,4.5,294000,True
Sonata,Abha,Hyundai,Automatic,Saudi,Semi Full,2012,2.4,25000,True
6,Riyadh,Mazda,Automatic,Saudi,Standard,2017,2.5,77900,True
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2015,2.7,338,True
Flex,Riyadh,Ford,Automatic,Saudi,Full,2015,6.0,127000,True
Innova,Qassim,Toyota,Automatic,Saudi,Semi Full,2015,2.7,270000,True
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2014,1.5,230000,True
The 7,Riyadh,BMW,Automatic,Saudi,Full,2014,2.0,113000,True
Corolla,Jazan,Toyota,Automatic,Saudi,Standard,2010,2.0,25000,True
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2011,4.6,360000,True
Camry,Khobar,Toyota,Automatic,Other,Semi Full,2000,2.5,300000,True
Sentra,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2016,1.6,98496,True
Wrangler,Riyadh,Jeep,Automatic,Saudi,Standard,2014,3.6,77000,True
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2015,5.2,131000,True
Other,Dammam,Suzuki,Manual,Saudi,Standard,2007,1.0,89000,True
Colorado,Hail,Chevrolet,Automatic,Gulf Arabic,Full,2013,3.6,300000,True
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2016,2.0,112,True
Ciocca,Hail,Toyota,Automatic,Saudi,Semi Full,2012,8.0,28000,True
Datsun,Riyadh,Nissan,Manual,Saudi,Semi Full,2015,2.4,300,True
Land Cruiser,Aseer,Toyota,Manual,Gulf Arabic,Semi Full,1989,4.6,600000,True
Charger,Jeddah,Dodge,Automatic,Saudi,Full,2012,5.7,223650,True
Suburban,Qurayyat,Chevrolet,Automatic,Saudi,Semi Full,2000,1.5,50000,True
Marquis,Dammam,Ford,Automatic,Other,Semi Full,2010,4.6,390000,True
Eado,Dammam,Changan,Automatic,Saudi,Full,2017,1.6,105000,True
Kaptiva,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2013,2.4,195000,True
Patrol,Qassim,Nissan,Automatic,Saudi,Full,2010,5.6,254000,True
Innova,Riyadh,Toyota,Automatic,Saudi,Semi Full,2014,2.7,556809,True
Dyna,Jazan,Isuzu,Manual,Saudi,Standard,2003,3.0,460000,True
Land Cruiser,Hail,Toyota,Manual,Saudi,Semi Full,2001,4.6,300,True
Caprice,Riyadh,Chevrolet,Automatic,Other,Standard,2011,5.7,290000,True
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.6,79000,True
E,Dammam,Mercedes,Manual,Saudi,Standard,1983,2.0,300000,True
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2012,5.7,211,True
Camry,Makkah,Toyota,Manual,Saudi,Full,2005,2.5,400000,True
Acadia,Riyadh,GMC,Automatic,Saudi,Standard,2008,3.6,260000,True
CX9,Jazan,Mazda,Automatic,Saudi,Semi Full,2015,3.7,93000,True
Armada,Jeddah,Nissan,Automatic,Gulf Arabic,Full,2007,5.6,290000,True
Innova,Makkah,Toyota,Automatic,Gulf Arabic,Standard,2020,2.7,49000,True
Wingle,Taef,Great Wall,Manual,Saudi,Semi Full,2021,2.0,10000,True
Focus,Riyadh,Ford,Automatic,Other,Standard,2012,1.5,180000,True
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Full,2016,4.0,122000,True
Rio,Taef,Kia,Automatic,Unknown,Standard,2017,1.4,9999,True
LS,Makkah,Lexus,Automatic,Other,Full,2000,8.0,196,True
Suburban,Al-Medina,Chevrolet,Automatic,Saudi,Standard,2015,4.0,75000,True
Rav4,Qassim,Toyota,Automatic,Saudi,Standard,2019,2.5,35000,True
Marquis,Riyadh,Ford,Automatic,Other,Semi Full,2010,4.6,285000,True
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2008,5.4,171000,True
Camry,Aseer,Toyota,Automatic,Saudi,Standard,2020,2.5,19000,True
Yaris,Riyadh,Toyota,Manual,Saudi,Standard,2007,1.5,170000,True
Taurus,Aseer,Ford,Automatic,Other,Semi Full,2011,3.5,400000,True
Land Cruiser Pickup,Jazan,Toyota,Manual,Saudi,Standard,2012,4.0,144928,True
Avalon,Jeddah,Toyota,Automatic,Saudi,Full,2020,3.6,22000,True
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2016,5.0,202000,True
Tahoe,Qassim,Chevrolet,Automatic,Other,Semi Full,2016,5.3,184000,True
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2020,2.7,95000,True
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2006,4.6,350000,True
Land Cruiser 70,Al-Medina,Toyota,Manual,Saudi,Semi Full,2016,2.7,182000,True
LS,Hail,Lexus,Automatic,Saudi,Semi Full,2003,9.0,470000,True
Hilux,Al-Jouf,Toyota,Manual,Gulf Arabic,Full,2016,2.4,164000,True
H1,Jeddah,Hyundai,Automatic,Saudi,Full,2020,2.4,40000,True
Yaris,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2019,1.5,9900,True
Explorer,Riyadh,Ford,Automatic,Saudi,Standard,2010,4.0,255000,True
Yaris,Aseer,Toyota,Automatic,Other,Full,2008,1.5,300,True
Azera,Hafar Al-Batin,Hyundai,Automatic,Other,Full,2015,4.3,81000,True
Land Cruiser,Riyadh,Toyota,Automatic,Other,Semi Full,2006,4.7,4000000,True
Sentra,Sakaka,Nissan,Automatic,Saudi,Standard,2015,1.6,180000,True
ES,Al-Medina,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,128000,True
LX,Aseer,Lexus,Automatic,Gulf Arabic,Full,2021,5.7,5000,True
Hilux,Arar,Toyota,Automatic,Saudi,Full,2020,2.7,8440,True
CX9,Khobar,Mazda,Automatic,Saudi,Full,2020,2.5,29000,True
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,247,True
Corolla,Riyadh,Toyota,Manual,Saudi,Semi Full,2010,1.6,606645,True
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2010,5.3,197289,True
Marquis,Jeddah,Ford,Automatic,Other,Full,2006,4.6,300,True
Cerato,Dammam,Kia,Automatic,Other,Semi Full,2016,1.6,146268,True
Sonata,Hail,Hyundai,Automatic,Other,Full,2017,2.4,135,True
H1,Riyadh,Hyundai,Automatic,Saudi,Full,2017,2.4,217623,True
ES,Makkah,Lexus,Automatic,Saudi,Full,2009,6.0,248000,True
Yukon,Tabouk,GMC,Automatic,Gulf Arabic,Semi Full,2008,5.3,320000,True
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,285,True
Datsun,Dammam,Nissan,Manual,Saudi,Standard,2008,2.4,200000,True
Datsun,Riyadh,Nissan,Manual,Saudi,Full,2015,2.4,225,True
Hilux,Wadi Dawasir,Toyota,Manual,Saudi,Full,2018,2.4,149000,True
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,49000,True
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2016,5.3,174000,True
Expedition,Jubail,Ford,Automatic,Saudi,Semi Full,2011,1.6,173000,True
Sierra,Abha,GMC,Automatic,Other,Semi Full,2014,5.3,71000,True
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2012,2.4,145000,True
Compass,Riyadh,Jeep,Automatic,Saudi,Standard,2016,4.0,100,True
Camaro,Riyadh,Chevrolet,Automatic,Saudi,Full,2016,6.2,161000,True
Corolla,Jazan,Toyota,Manual,Saudi,Semi Full,2013,1.6,250000,True
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2010,9.0,172000,True
Durango,Riyadh,Dodge,Automatic,Saudi,Standard,2016,3.6,48000,True
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,23000,True
Attrage,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2018,1.2,80000,True
Traverse,Hail,Chevrolet,Automatic,Saudi,Full,2009,3.6,230000,True
Land Cruiser,Taef,Toyota,Automatic,Saudi,Full,2017,5.7,63000,True
Corolla,Riyadh,Toyota,Manual,Saudi,Standard,2004,1.3,40000,True
X-Trail,Riyadh,Nissan,Automatic,Saudi,Full,2020,2.5,3171,True
Accord,Hail,Honda,Automatic,Other,Semi Full,2016,2.4,100,True
Camry,Khobar,Toyota,Manual,Other,Semi Full,2005,2.0,550000,True
Pajero,Qassim,Mitsubishi,Automatic,Gulf Arabic,Standard,2017,3.5,152000,True
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.6,60000,True
C,Qassim,Mercedes,Automatic,Gulf Arabic,Full,2021,2.0,600,True
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,1.6,40000,True
Impala,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2016,3.6,180000,True
Caprice,Najran,Chevrolet,Automatic,Saudi,Full,2004,6.0,237000,True
Land Cruiser,Qassim,Toyota,Manual,Saudi,Semi Full,2002,4.6,600000,True
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2008,5.3,174000,True
Land Cruiser,Taef,Toyota,Manual,Gulf Arabic,Semi Full,1999,1.1,300000,True
LX,Jeddah,Lexus,Automatic,Saudi,Full,2007,5.7,184000,True
Dokker,Makkah,Renault,Manual,Other,Standard,2013,1.6,167000,True
Suburban,Jubail,GMC,Automatic,Saudi,Standard,1995,5.3,223000,True
Bronco,Jeddah,Ford,Automatic,Other,Full,1979,4.9,26000,True
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2010,8.0,700000,True
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2014,4.6,169500,True
Azera,Al-Ahsa,Hyundai,Automatic,Other,Full,2016,2.4,84000,True
Victoria,Riyadh,Ford,Automatic,Saudi,Standard,2009,4.6,141000,True
Yukon,Taef,GMC,Automatic,Other,Full,2005,5.3,30000,True
